0,1
1149.5284,708.0897
1147.0692,709.78064
1143.5007,708.7983
1139.1174,712.2235
1137.2439,712.8048
1138.9457,711.5997
1140.8523,712.06866
1168.8689,711.0842
1194.2301,701.1405
1172.5167,690.3803
1203.1388,654.7965
1199.1423,650.8577
1224.1559,611.7332
1212.6453,574.13727
1206.9084,568.5791
1217.3071,543.9313
1190.1892,532.1215
1185.6881,527.172
1179.7416,509.9132
1173.9612,513.30206
1163.2369,515.4888
1148.3796,519.2702
1146.2437,520.18634
1144.8451,517.6829
1144.619,517.19275
1146.252,512.7421
1149.052,510.27292
1147.6487,516.50586
1146.6606,527.76154
1162.9934,545.9579
1168.4781,545.6484
1163.3745,531.33307
1155.3671,510.48184
1154.4,510.2907
1145.7766,534.54285
1147.5513,538.46356
1146.9723,539.6927
1149.8491,541.9336
1150.482,543.0411
1151.3889,539.9259
1152.6243,541.0416
1157.7697,544.3107
1161.0227,540.39606
1161.4655,539.0271
1154.0338,552.0853
1147.4675,551.1696
1149.7382,550.15906
1168.7505,541.73346
1163.9185,541.9074
1186.2169,547.91235
1182.3634,558.2816
1189.444,554.3143
1191.1978,560.29486
1192.8215,573.8619
1205.965,584.6737
1206.9377,593.93445
1209.1923,605.81824
1202.5955,632.7451
1218.0963,636.6407
1195.465,662.90497
1180.4147,676.8803
1169.7328,716.23865
1180.7942,712.6098
1175.252,702.97156
1165.5194,665.9286
1149.007,660.06915
1173.3552,616.513
1166.428,579.00824
1171.8545,557.86115
1166.3319,547.1703
1181.6866,548.82544
1182.9774,542.32196
1192.9904,544.7536
1191.7292,544.93085
1196.9023,542.2119
1222.1774,499.16614
1229.4655,528.8421
1246.4001,513.26495
1249.1918,524.1798
1253.4965,524.3769
1239.9156,519.20135
1249.6136,527.9133
1246.4468,518.6276
1240.2784,515.99915
1231.9502,498.03864
1224.8206,483.13174
1226.2057,477.39206
1230.0598,468.87607
1220.1241,467.8926
1227.1703,473.0657
1216.2968,463.95905
1219.4897,470.98712
1222.4397,470.85324
1230.6757,475.8538
1233.0723,475.98303
1229.1173,479.80957
1234.6073,484.40326
1240.3363,488.7582
1231.901,509.57697
1228.7142,512.3684
1227.3805,524.3164
1239.1191,520.83575
1248.2554,516.2223
1253.1686,535.7536
1265.2819,542.13135
1292.9407,573.0139
1292.3627,583.20807
1311.7186,589.6538
1281.5162,623.0119
1324.3345,646.5464
1245.5695,693.97504
1271.6752,685.27856
1249.7461,676.35004
1245.2091,673.75824
1247.1661,640.6161
1241.513,602.15295
1231.179,600.8725
1187.5397,546.24164
1174.5577,507.21918
1159.1338,488.1265
1124.928,454.32376
1137.5531,457.10275
1129.2911,435.8813
1191.0349,453.66177
1188.7852,445.74677
1226.7422,467.7614
1231.6952,465.83395
1235.7052,477.92697
1231.2869,486.45612
1240.0195,493.96198
1234.0466,493.28714
1226.0491,488.70218
1228.3282,495.95398
1233.6194,490.3983
1235.634,486.19055
1246.6642,489.54868
1286.9066,499.86322
1292.0068,517.6282
1296.381,528.9984
1306.5814,527.45087
1329.237,520.99457
1275.9603,537.48505
1281.1769,533.89197
1270.92,541.9919
1269.4557,550.8635
1246.0424,563.1921
1256.1323,567.0798
1223.5371,551.5375
1185.8289,532.7348
1200.7767,518.5569
1199.8052,517.9845
1205.5562,528.80054
1207.2864,529.53644
1218.4585,516.8731
1222.1027,517.63196
1224.6372,529.1549
1270.3815,526.8716
1276.545,529.70984
1272.9111,543.3573
1274.5261,547.72845
1319.6284,540.00165
1317.1252,528.27185
1338.7236,519.1386
1372.6187,530.16705
1394.1317,535.90497
1394.2083,549.59326
1397.902,554.57056
1344.1626,554.71906
1337.1724,559.6974
1333.3805,580.0259
1335.0836,588.635
1329.5046,591.9256
1294.7479,611.68024
1294.6974,613.12445
1277.9818,589.5317
1251.2269,602.31226
1215.379,567.0558
1216.2572,553.88214
1203.8789,544.5894
1206.9338,520.95355
1215.1238,514.3684
1251.2311,515.185
1254.0394,541.2607
1251.5525,536.1397
1250.3558,525.50684
1242.7996,533.1761
1248.4121,532.4519
