0,1
512.91864,1070.9656
511.94067,1067.7927
511.07266,1069.741
513.65405,1066.1588
512.945,1068.1193
514.7049,1067.0764
515.1568,1069.3386
513.88586,1066.0514
522.9116,1031.213
532.08966,1007.874
543.1712,990.4561
552.166,988.0847
588.99884,985.9609
612.7502,961.55756
617.9566,956.326
629.4579,951.70514
658.6103,969.737
660.147,971.1837
661.747,972.1154
658.24207,969.63043
656.75006,939.40283
664.26917,937.70123
663.9942,936.3986
664.0128,939.00903
663.75446,939.0919
658.59045,955.9199
653.2438,950.9905
663.54016,953.4886
668.9418,959.4908
692.4612,921.28986
700.34875,896.2901
704.5794,886.7223
716.4624,865.00275
718.6168,854.4199
722.95087,845.55786
726.0833,844.18414
725.3895,840.57385
732.07166,847.2354
733.13654,845.2105
733.0084,846.9353
732.22516,847.90686
733.3182,850.44617
734.3145,852.8363
733.8281,854.5677
739.68494,830.1599
746.73566,817.95667
758.4437,863.3507
785.22327,744.6995
780.1308,736.2873
781.89624,740.9056
777.1092,755.76434
763.2623,782.15076
757.34326,813.51514
754.5941,809.157
778.8617,750.2216
784.50903,747.7097
789.6297,734.82227
797.3971,728.7279
821.4904,697.6428
814.0069,641.8399
809.8907,630.29736
796.6939,682.12445
779.46075,754.1512
772.5193,778.5689
759.1635,830.0658
747.83276,861.2723
720.00903,875.28467
716.71765,869.69934
645.40924,817.517
685.90717,641.5171
718.05927,626.0193
696.505,672.57965
683.6576,685.09546
694.19464,667.71484
718.03,646.7848
708.84607,608.4597
707.12946,608.631
725.8481,627.19006
709.95233,704.76044
724.62836,674.6546
718.2775,634.2508
701.3936,681.7621
722.3627,688.2137
735.65,659.9647
722.82263,627.6826
705.231,665.79877
714.3101,687.39355
720.2463,641.87885
709.8536,663.60315
720.1544,687.64545
702.3525,662.16425
699.87756,683.1195
726.70593,662.0845
712.175,693.3699
726.0355,688.0663
706.7082,631.8645
700.794,642.60785
702.5925,670.87427
715.0659,710.8019
719.2046,719.7656
702.06757,769.8994
739.7805,747.16956
748.66003,724.22906
751.88586,742.0425
736.8248,764.235
785.2054,730.8535
803.757,730.9356
813.52924,844.2441
810.25104,822.0277
830.4568,841.3777
797.25555,906.0443
796.6967,850.9695
790.0586,845.91907
775.3199,851.9533
760.6725,792.28186
746.1749,786.69965
747.38214,792.9088
731.0001,771.3388
667.0984,699.17267
659.4776,682.8564
630.3598,648.9349
655.7415,642.1244
648.7308,608.0819
700.4951,625.0203
691.07263,629.2556
717.5811,632.08264
723.9884,627.6344
733.97864,645.27026
713.42596,608.3013
728.38367,639.0095
722.59644,658.0743
723.24097,714.31757
722.82715,735.9385
729.3556,716.362
733.3536,730.37506
738.4025,737.7211
778.32794,699.1102
799.45276,688.2599
821.8851,703.15826
825.84283,703.7795
829.0926,712.8463
810.6204,735.1231
807.3327,709.07117
776.9662,694.33887
748.1446,700.7637
731.0658,691.66296
719.3153,680.5242
692.9196,711.9438
697.041,720.13434
708.423,768.4768
721.78864,772.35077
722.6211,795.0143
719.8101,797.86835
743.5074,752.5361
712.4061,797.2627
765.6115,807.1851
789.2117,789.7467
795.1753,791.14734
827.05225,837.2869
841.3528,797.1394
854.9434,749.7309
877.05414,802.684
868.1856,779.27277
919.99164,725.10095
935.3128,759.87256
921.2353,825.8897
935.5426,784.9681
918.95294,689.9462
933.3362,681.0208
905.28186,741.3381
899.97455,696.30566
906.8441,710.3417
862.0216,764.3108
865.86993,743.61646
895.0247,802.86255
889.84686,796.49414
847.20197,788.8729
845.574,766.3693
867.1086,683.5246
848.3057,744.37225
872.11816,636.46655
877.5356,681.47656
839.2306,791.7135
841.11206,861.38763
845.5793,747.7987
825.30914,722.6432
820.6115,804.0002
